,Unnamed: 0,total_score,InterfaceRes,Interface_hbond_count,SASA,SASA_hydrophobic,SASA_polar,Sc,contact_surf,ddg,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,sugar_SASA,sugar_SASA_hydrophobic,sugar_SASA_polar,sugar_bb,yhh_planarity,Ligand,Pose
177,177,-415.146,5.0,1.0,529.754,168.017,363.41,0.567,84.562,-12.04,0.0,-788.445,151.238,-246.04,1.44,17.061,31.182,82.676,478.993,-33.998,-51.332,-26.384,-26.173,-14.29,12.477,-24.63,0.307,-7.018,26.759,402.745,152.634,250.111,0.616,0.413,I2S6,2
178,178,-421.806,4.0,2.0,564.944,191.089,375.223,0.514,100.187,-15.931,0.0,-798.906,153.761,-246.446,1.433,17.059,31.303,82.648,486.997,-35.502,-50.95,-28.418,-25.935,-16.007,12.646,-25.197,0.318,-8.065,26.759,380.967,145.228,235.739,0.489,0.208,I2S6,2
179,179,-420.055,5.0,2.0,551.6,174.437,378.075,0.545,104.466,-12.69,0.0,-799.251,154.951,-248.045,1.424,16.66,31.13,82.73,489.536,-32.952,-50.262,-29.842,-26.758,-16.216,12.847,-24.791,0.325,-8.905,26.759,376.367,139.896,236.471,0.411,0.192,I2S6,2
180,180,-419.655,4.0,2.0,549.005,168.503,382.175,0.6,109.784,-13.181,0.0,-789.893,150.642,-249.063,1.414,16.236,30.23,82.914,487.098,-31.216,-50.454,-30.464,-26.659,-14.847,10.894,-25.082,0.302,-9.08,26.759,369.886,143.716,226.17,0.359,0.257,I2S6,2
181,181,-413.689,5.0,2.0,527.246,164.347,363.812,0.406,79.174,-12.27,0.0,-787.781,153.306,-239.145,1.43,17.211,31.19,79.857,477.565,-33.57,-52.2,-24.0,-25.397,-16.431,11.637,-25.592,0.302,-9.281,26.759,394.365,151.887,242.478,0.104,0.347,I2S6,2
182,182,-417.649,4.0,3.0,501.147,158.319,344.348,0.542,93.428,-14.858,0.0,-791.122,155.525,-252.055,1.416,16.096,30.861,81.109,484.856,-33.829,-50.464,-26.502,-26.231,-14.982,12.211,-24.43,0.273,-7.85,26.759,411.795,149.173,262.622,0.3,0.409,I2S6,2
183,183,-412.239,4.0,2.0,510.8,161.133,351.187,0.552,102.405,-13.576,0.0,-796.221,156.595,-248.556,1.43,16.948,30.727,86.275,484.708,-31.903,-49.718,-27.46,-26.565,-15.072,13.071,-25.314,0.295,-8.828,26.759,388.912,148.097,240.815,0.32,0.268,I2S6,2
184,184,-411.308,6.0,3.0,467.752,202.001,265.751,0.394,67.742,-8.649,0.0,-791.022,157.035,-236.315,1.437,17.471,30.821,81.285,477.985,-33.981,-51.17,-26.642,-27.043,-16.784,11.912,-25.133,0.306,-9.046,26.759,463.594,118.246,346.869,0.681,0.135,I2S6,3
185,185,-418.552,6.0,2.0,468.295,196.105,272.19,0.693,80.776,-11.7,0.0,-787.451,153.458,-238.315,1.423,16.473,30.553,79.466,477.525,-35.915,-51.643,-27.49,-26.58,-16.843,12.876,-24.923,0.285,-9.375,26.759,451.081,137.741,314.252,0.937,0.228,I2S6,3
186,186,-414.282,6.0,1.0,464.414,201.697,262.717,0.643,63.961,-9.999,0.0,-789.539,155.351,-239.616,1.435,17.684,31.341,79.809,476.341,-34.844,-51.006,-25.363,-26.87,-16.825,13.208,-25.155,0.291,-8.453,26.759,471.922,135.259,338.183,0.904,0.27,I2S6,3
187,187,-413.286,6.0,2.0,482.99,196.646,286.344,0.691,79.948,-11.098,0.0,-784.321,153.952,-234.209,1.417,16.95,30.015,79.206,472.715,-31.031,-51.331,-28.008,-26.925,-16.988,11.799,-25.106,0.288,-9.541,26.759,444.94,124.054,322.407,0.904,0.166,I2S6,3
188,188,-408.076,6.0,1.0,454.036,186.223,267.813,0.627,61.407,-10.398,0.0,-788.792,150.225,-236.519,1.439,17.411,31.076,83.945,474.106,-32.951,-49.526,-24.195,-26.288,-16.304,14.033,-25.403,0.296,-8.533,26.759,476.559,144.885,332.586,0.737,0.408,I2S6,3
189,189,-416.703,6.0,1.0,457.084,193.475,263.609,0.63,63.419,-10.277,0.0,-788.599,153.174,-237.448,1.435,16.941,31.163,80.442,475.435,-34.724,-51.302,-26.941,-26.689,-16.324,12.198,-24.673,0.283,-8.849,26.759,465.472,144.422,321.962,0.777,0.238,I2S6,3
190,190,-407.182,6.0,3.0,482.19,193.263,288.927,0.429,66.971,-5.307,0.0,-776.081,152.388,-238.089,1.433,17.218,30.46,79.787,469.127,-30.711,-50.049,-27.437,-26.406,-13.917,11.202,-25.839,0.265,-7.952,26.759,449.696,114.127,337.089,0.366,0.295,I2S6,3
191,191,-413.862,6.0,1.0,469.542,210.25,259.292,0.646,65.829,-9.767,0.0,-790.945,154.541,-239.664,1.431,16.803,31.057,80.601,475.853,-33.208,-50.142,-23.541,-26.432,-17.009,12.288,-25.098,0.289,-8.539,26.759,459.386,126.281,334.321,0.699,0.395,I2S6,3
192,192,-410.31,6.0,2.0,472.885,188.113,284.772,0.695,80.801,-11.101,0.0,-786.606,152.008,-240.637,1.431,17.362,30.33,83.511,475.931,-33.637,-50.572,-25.939,-26.298,-15.392,13.449,-24.959,0.277,-8.743,26.759,450.465,124.267,327.719,0.834,0.579,I2S6,3
193,193,-415.219,6.0,1.0,463.665,203.202,260.462,0.638,62.817,-9.737,0.0,-784.77,147.796,-240.198,1.445,17.781,31.169,82.647,472.023,-32.732,-49.07,-25.622,-26.372,-16.069,13.384,-26.125,0.274,-8.652,26.759,464.816,125.561,340.167,0.662,0.45,I2S6,3
194,194,-408.988,5.0,0.0,461.285,153.847,307.438,0.305,57.124,-6.161,0.0,-784.133,153.186,-238.952,1.428,17.26,30.677,83.88,469.726,-33.349,-52.785,-22.86,-26.362,-15.743,13.2,-24.756,0.282,-7.092,26.759,468.84,168.09,302.27,0.171,0.476,I2S6,4
195,195,-418.2,5.0,1.0,487.89,156.542,331.349,0.37,67.639,-9.279,0.0,-786.118,150.619,-237.765,1.428,17.151,30.966,79.821,475.78,-34.022,-53.95,-26.642,-26.144,-15.621,12.746,-24.837,0.306,-9.05,26.759,432.515,155.272,278.307,0.15,0.223,I2S6,4
196,196,-419.068,7.0,1.0,525.839,168.978,357.925,0.657,103.777,-12.628,0.0,-789.391,148.43,-246.209,1.403,15.801,29.696,84.374,484.469,-28.552,-51.37,-29.149,-26.015,-15.966,11.819,-25.64,0.342,-10.515,26.759,385.368,142.319,243.049,0.222,0.424,I2S6,4
197,197,-418.13,4.0,1.0,455.667,170.545,285.121,0.606,77.09,-9.958,0.0,-795.755,155.716,-243.874,1.414,16.639,30.494,82.055,483.884,-34.805,-53.066,-25.937,-26.469,-16.295,13.251,-24.707,0.355,-8.22,26.759,450.341,156.871,294.382,0.264,0.166,I2S6,4
198,198,-412.02,6.0,1.0,476.414,169.269,307.905,0.368,63.065,-9.063,0.0,-782.9,150.827,-239.779,1.413,16.489,30.089,84.072,470.875,-30.35,-52.455,-26.126,-26.631,-15.056,13.843,-25.382,0.314,-8.451,26.759,437.334,145.574,291.912,0.118,0.311,I2S6,4
199,199,-416.68,6.0,0.0,510.383,174.991,335.393,0.374,72.818,-7.919,0.0,-778.55,149.009,-240.548,1.422,17.006,30.833,82.278,471.06,-34.703,-53.866,-21.686,-25.85,-15.804,11.202,-25.722,0.289,-10.345,26.759,416.943,144.721,273.134,0.082,0.454,I2S6,4
200,200,-416.624,6.0,1.0,496.401,167.149,329.557,0.392,72.339,-10.062,0.0,-782.161,149.769,-240.358,1.411,16.192,29.907,82.385,472.572,-30.402,-52.177,-28.405,-26.521,-15.133,12.92,-25.778,0.289,-8.396,26.759,420.046,145.876,274.474,0.201,0.302,I2S6,4
201,201,-413.964,5.0,1.0,472.682,165.881,306.801,0.641,89.713,-11.167,0.0,-787.612,151.6,-243.797,1.426,16.937,30.23,83.929,478.228,-31.741,-52.115,-27.245,-26.414,-14.142,13.094,-25.422,0.312,-8.52,26.759,418.113,152.276,266.901,0.266,0.264,I2S6,4
202,202,-413.764,6.0,0.0,511.532,173.706,337.825,0.376,73.982,-8.049,0.0,-781.352,148.815,-239.655,1.426,17.219,30.593,81.906,472.05,-32.106,-53.092,-22.695,-26.209,-16.103,11.249,-25.296,0.268,-8.123,26.759,422.964,146.77,277.106,0.082,0.5,I2S6,4
203,203,-417.868,6.0,1.0,542.104,187.146,354.958,0.284,66.21,-9.735,0.0,-783.618,149.98,-236.838,1.401,15.942,30.591,80.551,473.596,-34.028,-53.899,-23.886,-26.502,-17.822,12.137,-24.886,0.326,-8.097,26.759,403.963,123.657,281.219,0.239,0.186,I2S6,4
204,204,-418.399,4.0,2.0,476.677,174.618,303.123,0.701,89.314,-14.595,0.0,-795.94,155.025,-250.265,1.423,17.312,30.557,84.089,486.64,-35.291,-50.722,-29.663,-26.161,-14.621,13.683,-24.923,0.338,-7.064,26.759,442.521,156.331,286.19,0.099,0.326,I2S6,5
205,205,-420.721,4.0,2.0,497.669,155.655,343.078,0.718,101.772,-14.767,0.0,-802.242,159.631,-254.212,1.445,18.346,31.538,84.537,490.319,-36.452,-50.406,-29.01,-26.056,-15.851,14.806,-25.151,0.358,-9.493,26.759,435.453,151.514,283.939,0.121,0.291,I2S6,5
206,206,-415.078,4.0,2.0,496.011,158.217,338.859,0.75,99.591,-14.483,0.0,-802.295,154.302,-248.036,1.45,18.411,31.361,88.366,487.21,-38.219,-50.133,-25.112,-26.427,-15.667,14.015,-24.291,0.398,-7.702,26.759,424.604,145.54,279.064,0.117,0.415,I2S6,5
207,207,-405.867,4.0,2.0,308.654,137.412,171.242,0.819,52.834,-6.726,0.0,-790.961,149.773,-232.789,1.429,17.463,30.769,87.316,474.003,-31.985,-49.687,-27.077,-26.466,-15.554,12.277,-25.136,0.32,-9.787,26.759,499.219,146.321,352.898,3.086,0.38,I2S6,5
208,208,-421.207,4.0,2.0,489.171,158.731,331.504,0.729,99.686,-14.472,0.0,-797.685,156.151,-252.114,1.43,17.4,31.539,81.951,488.808,-38.5,-50.361,-24.867,-25.907,-16.732,14.01,-24.759,0.342,-9.318,26.759,431.142,146.283,284.86,0.133,0.513,I2S6,5
209,209,-418.418,4.0,3.0,498.431,161.835,337.66,0.725,104.85,-14.841,0.0,-798.291,156.069,-249.792,1.439,17.917,31.027,83.993,486.621,-36.57,-49.707,-28.459,-25.903,-14.922,13.618,-24.639,0.32,-8.2,26.759,425.139,150.742,274.397,0.108,0.191,I2S6,5
210,210,-410.521,4.0,2.0,474.229,184.275,291.323,0.716,86.479,-12.776,0.0,-789.352,154.345,-238.285,1.427,16.753,31.697,80.745,478.159,-33.236,-51.309,-21.029,-26.526,-17.446,11.453,-24.557,0.33,-10.681,26.759,428.364,157.839,270.525,0.173,0.058,I2S6,5
211,211,-417.612,4.0,2.0,449.039,170.356,279.747,0.695,86.185,-14.036,0.0,-799.854,156.145,-244.159,1.436,17.759,31.514,82.532,484.668,-36.999,-50.525,-25.522,-26.33,-15.703,13.844,-24.651,0.362,-9.344,26.759,454.904,154.456,300.448,0.136,0.322,I2S6,5
212,212,-415.689,4.0,2.0,491.363,160.526,331.901,0.76,99.283,-14.46,0.0,-800.042,156.356,-248.724,1.439,18.073,31.055,85.714,485.593,-36.263,-50.458,-25.776,-25.731,-15.049,14.365,-24.385,0.324,-9.543,26.759,436.03,154.409,281.621,0.126,0.479,I2S6,5
213,213,-409.539,5.0,2.0,496.061,139.842,356.218,0.744,107.412,-11.814,0.0,-804.018,158.22,-246.439,1.453,17.598,32.122,84.853,487.849,-32.88,-50.573,-28.414,-26.278,-15.63,12.187,-24.759,0.288,-7.645,26.759,382.671,148.82,234.763,5.512,0.254,I2S6,5
214,214,-407.446,6.0,1.0,493.655,204.369,289.286,0.327,71.755,-6.301,0.0,-791.671,161.02,-238.346,1.43,17.105,31.567,79.631,476.269,-30.585,-50.254,-24.963,-26.398,-18.043,11.254,-24.236,0.296,-9.089,26.759,430.778,123.692,308.302,0.402,0.408,I2S6,6
215,215,-408.415,6.0,1.0,486.488,203.386,283.103,0.28,70.259,-5.967,0.0,-788.873,152.897,-234.792,1.421,16.527,31.627,81.001,473.018,-31.837,-50.829,-23.009,-26.248,-16.012,12.389,-25.137,0.353,-8.2,26.759,426.485,123.46,304.241,0.421,0.111,I2S6,6
216,216,-412.786,7.0,1.0,504.667,216.779,287.888,0.444,75.864,-7.189,0.0,-789.084,152.863,-237.625,1.425,16.5,31.242,82.742,472.87,-31.956,-51.56,-23.679,-26.449,-15.588,11.439,-25.192,0.317,-8.62,26.759,422.778,122.744,301.25,0.446,0.365,I2S6,6
217,217,-415.514,7.0,1.0,488.337,208.429,279.908,0.341,71.982,-7.871,0.0,-787.248,149.61,-234.91,1.417,16.337,31.063,81.296,472.885,-31.152,-51.722,-25.262,-26.078,-16.53,11.197,-25.316,0.308,-8.899,26.759,428.907,122.668,307.456,0.336,0.393,I2S6,6
218,218,-412.476,7.0,1.0,500.826,209.542,291.284,0.367,70.646,-7.43,0.0,-789.103,152.014,-238.296,1.428,16.535,31.426,81.759,474.868,-33.826,-51.627,-22.801,-26.068,-16.708,12.133,-24.49,0.312,-7.475,26.759,427.766,120.084,308.747,0.281,0.402,I2S6,6
219,219,-410.923,7.0,1.0,500.964,220.597,280.367,0.284,77.139,-6.17,0.0,-784.76,151.093,-234.133,1.435,16.751,32.089,80.314,470.454,-34.245,-51.748,-21.39,-25.939,-16.951,11.029,-24.81,0.317,-7.934,26.759,431.872,120.817,312.271,0.385,0.363,I2S6,6
220,220,-407.689,6.0,1.0,497.046,198.804,298.242,0.3,70.517,-5.935,0.0,-791.597,152.058,-232.154,1.448,17.59,32.176,82.486,475.399,-34.267,-50.749,-23.122,-26.771,-18.24,11.422,-24.306,0.404,-6.913,26.759,442.517,132.962,310.923,0.468,0.22,I2S6,6
221,221,-411.866,6.0,1.0,499.625,210.29,289.335,0.327,70.219,-5.97,0.0,-787.165,152.293,-237.879,1.419,16.076,31.34,81.503,472.422,-33.082,-50.517,-24.237,-26.428,-16.749,12.217,-23.954,0.32,-6.967,26.759,426.393,119.309,308.3,0.36,0.403,I2S6,6
222,222,-407.567,6.0,1.0,488.848,211.562,277.285,0.325,62.886,-4.809,0.0,-785.664,153.198,-237.115,1.429,17.137,31.228,82.102,472.074,-32.487,-50.227,-25.091,-26.597,-14.856,12.188,-25.051,0.312,-7.557,26.759,441.681,126.612,316.285,0.454,0.196,I2S6,6
223,223,-405.125,6.0,1.0,537.589,225.611,311.978,0.581,93.642,-7.575,0.0,-790.437,155.14,-241.311,1.441,17.364,31.179,84.293,478.596,-33.386,-49.175,-24.565,-26.298,-14.764,12.602,-24.779,0.311,-9.173,26.759,398.652,115.421,284.448,0.68,0.398,I2S6,6
224,224,-413.27,3.0,0.0,435.464,184.376,251.088,0.186,47.476,-4.808,0.0,-778.78,156.718,-237.217,1.423,16.476,30.434,79.751,464.821,-31.219,-51.361,-23.872,-26.659,-18.357,10.182,-24.675,0.3,-8.73,26.759,488.362,131.806,358.076,0.347,0.39,I2S6,7
225,225,-405.967,4.0,0.0,488.355,206.413,281.942,0.278,62.242,-3.094,0.0,-783.925,159.834,-242.078,1.429,16.961,30.907,82.193,472.57,-31.278,-49.796,-27.086,-26.355,-14.744,11.591,-25.442,0.285,-8.272,26.759,443.505,111.369,333.048,0.252,0.228,I2S6,7
226,226,-407.646,3.0,1.0,450.206,188.236,261.97,0.244,54.444,-6.029,0.0,-779.44,156.947,-239.841,1.429,16.906,31.049,81.548,468.373,-29.663,-49.817,-29.455,-26.666,-14.865,12.639,-25.339,0.281,-9.03,26.759,445.805,120.643,326.683,0.298,0.241,I2S6,7
227,227,-409.022,3.0,0.0,406.43,192.648,213.783,0.132,40.49,-2.004,0.0,-783.154,155.206,-234.06,1.426,16.612,30.462,81.581,470.888,-32.481,-51.299,-26.011,-26.793,-17.568,12.38,-24.875,0.311,-8.854,26.759,473.308,114.414,360.415,0.222,0.225,I2S6,7
228,228,-412.277,1.0,1.0,230.54,89.371,141.169,0.568,26.114,-4.564,0.0,-777.805,152.779,-231.977,1.406,16.143,30.241,79.691,465.398,-31.078,-50.769,-26.662,-26.545,-16.966,11.301,-25.425,0.327,-9.686,26.759,599.111,188.682,411.797,0.436,0.154,I2S6,7
229,229,-409.924,5.0,3.0,434.572,195.585,238.987,0.494,64.735,-5.35,0.0,-792.002,156.449,-242.324,1.472,17.893,34.184,83.137,478.303,-32.236,-50.016,-27.637,-26.133,-15.94,11.744,-24.374,0.306,-10.092,26.759,438.636,113.96,325.588,0.166,0.419,I2S6,7
230,230,-407.634,5.0,3.0,469.697,191.885,277.812,0.62,76.991,-7.316,0.0,-796.31,152.905,-238.54,1.456,18.078,33.504,83.03,480.379,-34.367,-49.548,-24.415,-26.599,-15.312,14.2,-24.821,0.32,-9.156,26.759,416.312,123.533,293.691,0.588,0.216,I2S6,7
231,231,-409.067,4.0,3.0,427.932,185.519,242.412,0.51,67.136,-6.047,0.0,-787.67,158.27,-240.479,1.462,17.73,33.781,80.858,474.956,-34.534,-51.501,-25.274,-26.924,-15.159,11.499,-24.761,0.297,-8.789,26.759,444.269,121.41,324.379,0.172,0.239,I2S6,7
232,232,-403.491,0.0,1.0,267.643,90.684,176.958,0.748,40.302,-5.198,0.0,-778.737,155.041,-235.452,1.426,17.223,30.473,84.742,463.961,-29.162,-49.563,-26.784,-26.947,-15.497,12.629,-25.466,0.304,-8.895,26.759,579.826,170.748,409.99,0.049,0.403,I2S6,7
233,233,-410.627,1.0,1.0,269.584,118.968,150.616,0.638,36.768,-5.306,0.0,-779.947,153.961,-230.073,1.432,17.049,30.499,79.413,462.685,-32.016,-51.95,-24.039,-26.645,-16.576,11.874,-24.784,0.321,-9.052,26.759,576.182,149.761,427.485,0.244,0.219,I2S6,7
234,234,-411.54,8.0,1.0,447.551,167.632,281.439,0.46,73.132,-6.435,0.0,-788.277,157.746,-242.147,1.429,16.911,31.408,81.142,479.413,-35.34,-52.912,-25.632,-26.77,-17.072,14.074,-24.181,0.274,-8.967,26.759,440.94,147.444,293.495,0.409,0.191,I2S6,9
235,235,-410.084,7.0,1.0,463.595,160.79,304.173,0.39,76.699,-7.356,0.0,-779.918,153.792,-237.484,1.418,16.391,31.355,78.543,472.961,-30.723,-53.775,-24.512,-26.458,-18.145,12.38,-25.019,0.303,-8.435,26.759,423.202,145.956,277.398,0.292,0.19,I2S6,9
236,236,-416.344,5.0,1.0,434.829,157.152,278.285,0.536,63.386,-8.25,0.0,-782.686,153.584,-240.246,1.419,16.385,30.478,79.98,474.951,-33.953,-53.368,-25.903,-26.849,-16.615,11.704,-25.26,0.3,-7.847,26.759,471.436,148.69,323.811,0.621,0.201,I2S6,9
237,237,-417.319,6.0,2.0,532.826,194.195,338.631,0.343,72.983,-10.62,0.0,-788.329,154.685,-240.824,1.419,16.433,30.475,79.511,479.839,-34.005,-51.738,-27.389,-26.46,-16.598,11.892,-25.042,0.326,-8.938,26.759,398.054,137.394,261.876,0.467,0.199,I2S6,9
238,238,-414.498,8.0,1.0,443.823,159.667,285.069,0.495,73.023,-6.535,0.0,-786.718,154.853,-240.816,1.421,16.4,31.443,80.022,477.191,-33.309,-52.811,-24.177,-26.492,-16.98,13.042,-25.301,0.286,-10.335,26.759,441.154,143.826,298.087,0.582,0.443,I2S6,9
239,239,-403.701,2.0,1.0,374.864,153.869,222.515,0.379,51.87,-5.574,0.0,-788.992,156.575,-238.472,1.497,19.787,32.848,84.768,473.926,-30.391,-49.972,-28.248,-26.472,-16.162,13.239,-25.307,0.32,-9.974,26.759,450.942,146.932,304.01,0.151,0.42,I2S6,9
240,240,-414.491,8.0,1.0,451.36,167.249,285.023,0.432,71.61,-6.531,0.0,-788.301,156.547,-238.779,1.431,16.992,31.385,80.602,476.837,-36.358,-52.86,-24.083,-26.375,-17.458,12.537,-24.338,0.311,-10.065,26.759,437.685,149.207,289.238,0.49,0.234,I2S6,9
241,241,-417.2,7.0,1.0,454.048,165.359,288.993,0.37,69.55,-7.323,0.0,-788.443,152.457,-243.65,1.424,16.384,31.222,80.449,479.117,-33.856,-53.496,-26.226,-26.021,-15.549,14.001,-24.66,0.319,-8.173,26.759,437.834,143.123,296.08,0.59,0.15,I2S6,9
242,242,-413.839,7.0,1.0,470.912,178.499,293.021,0.422,69.414,-7.29,0.0,-781.97,154.237,-238.953,1.415,16.281,30.769,80.009,471.015,-33.639,-53.353,-25.572,-25.945,-16.194,13.014,-25.337,0.31,-7.529,26.759,425.774,144.898,281.94,0.588,0.257,I2S6,9
243,243,-413.258,7.0,1.0,440.213,164.869,276.408,0.467,71.121,-6.461,0.0,-782.428,152.845,-240.985,1.413,16.57,30.236,81.117,473.027,-31.474,-52.107,-25.276,-26.278,-16.119,11.389,-25.287,0.277,-7.938,26.759,441.789,150.639,291.758,0.501,0.499,I2S6,9
244,244,-412.974,8.0,4.0,539.334,180.726,359.824,0.66,108.621,-13.751,0.0,-803.267,156.492,-250.391,1.433,16.775,34.83,83.937,495.119,-33.781,-52.609,-27.622,-26.538,-16.591,14.324,-24.87,0.353,-8.345,26.759,401.851,131.026,270.825,0.79,0.227,I2S9,1
245,245,-396.215,7.0,1.0,496.55,213.23,284.384,0.556,79.52,-9.447,0.0,-787.285,148.033,-232.914,1.459,17.436,35.302,85.646,482.134,-35.055,-53.742,-21.852,-26.557,-17.482,12.383,-25.353,0.305,-8.248,26.759,446.487,124.528,321.959,2.626,0.188,I2S9,1
246,246,-407.834,5.0,1.0,458.494,160.484,298.162,0.468,79.897,-9.87,0.0,-785.368,155.994,-241.427,1.426,16.582,34.88,82.276,475.192,-29.812,-53.835,-26.445,-26.806,-17.557,12.891,-24.911,0.291,-8.333,26.759,480.248,155.156,325.851,0.215,0.155,I2S9,1
247,247,-414.668,8.0,4.0,560.315,181.929,379.602,0.65,111.636,-15.141,0.0,-798.004,153.122,-248.825,1.416,16.098,34.577,82.936,491.046,-32.662,-53.479,-26.421,-26.392,-16.674,13.015,-24.695,0.352,-7.782,26.759,389.341,133.36,255.981,0.799,0.146,I2S9,1
248,248,-409.884,4.0,1.0,431.249,159.625,271.775,0.477,73.431,-8.729,0.0,-781.567,150.898,-241.539,1.429,16.669,34.407,83.409,473.373,-29.271,-52.135,-27.586,-26.71,-15.781,11.94,-25.733,0.327,-9.357,26.759,507.586,153.152,355.651,0.252,0.332,I2S9,1
249,249,-410.164,5.0,1.0,457.856,161.778,296.078,0.572,78.516,-8.705,0.0,-787.151,149.668,-239.9,1.419,16.451,34.553,82.641,477.89,-31.849,-52.417,-24.572,-26.029,-16.414,12.207,-24.837,0.317,-9.649,26.759,466.389,148.805,318.496,0.267,0.482,I2S9,1
250,250,-409.736,5.0,2.0,463.348,165.261,298.086,0.509,80.657,-10.247,0.0,-782.874,151.185,-240.243,1.418,16.209,34.854,80.852,475.323,-32.413,-53.241,-25.704,-26.002,-17.229,12.71,-24.849,0.324,-7.342,26.759,476.969,150.881,327.001,0.242,0.285,I2S9,1
251,251,-412.828,8.0,2.0,537.332,176.06,362.032,0.671,101.622,-12.043,0.0,-791.413,150.763,-245.701,1.447,16.695,35.253,80.213,486.528,-33.311,-52.96,-26.666,-25.766,-16.934,13.854,-25.234,0.305,-7.116,26.759,412.255,142.61,269.797,0.286,0.168,I2S9,1
252,252,-407.875,8.0,2.0,494.419,180.316,314.711,0.507,79.178,-10.183,0.0,-791.338,154.964,-242.022,1.429,16.502,34.312,83.052,479.593,-31.32,-53.074,-26.904,-26.595,-14.78,13.392,-24.682,0.335,-7.994,26.759,461.084,136.447,325.549,0.362,0.133,I2S9,1
253,253,-408.995,8.0,1.0,515.322,197.532,318.854,0.458,79.328,-9.672,0.0,-785.755,150.941,-239.177,1.422,16.298,34.723,79.188,479.177,-32.734,-53.298,-24.689,-25.917,-16.809,12.658,-25.243,0.319,-7.34,26.759,430.765,139.663,291.254,0.314,0.169,I2S9,1
254,254,-410.157,4.0,1.0,499.587,169.705,329.882,0.294,75.745,-10.834,0.0,-795.934,157.435,-244.884,1.454,17.396,35.21,82.73,482.003,-32.069,-50.414,-26.754,-26.671,-16.284,12.865,-24.629,0.321,-9.295,26.759,431.965,121.641,311.236,0.376,0.23,I2S9,2
255,255,-411.482,5.0,2.0,523.844,171.05,352.794,0.401,85.892,-10.245,0.0,-786.716,153.407,-242.53,1.433,16.693,34.157,81.456,477.214,-34.362,-51.525,-27.36,-26.074,-14.829,12.567,-24.647,0.319,-7.862,26.759,428.21,115.277,313.997,0.162,0.257,I2S9,2
256,256,-412.301,6.0,2.0,568.023,199.79,368.233,0.578,102.069,-10.578,0.0,-790.073,152.042,-245.663,1.439,16.682,34.37,83.96,482.605,-31.919,-50.991,-28.704,-25.978,-14.938,12.132,-25.722,0.288,-9.297,26.759,409.88,125.23,285.562,0.367,0.338,I2S9,2
257,257,-409.742,5.0,2.0,525.275,191.06,334.215,0.375,83.032,-10.524,0.0,-793.45,152.614,-245.757,1.462,17.944,35.677,85.685,483.146,-34.944,-50.824,-27.173,-26.292,-15.273,12.773,-24.636,0.386,-8.502,26.759,431.383,117.807,313.728,0.204,0.458,I2S9,2
258,258,-404.356,6.0,2.0,516.264,160.21,356.055,0.536,95.459,-10.583,0.0,-790.981,154.431,-241.961,1.436,17.17,34.053,84.428,480.669,-31.283,-50.623,-28.957,-26.169,-14.276,12.969,-25.343,0.301,-7.527,26.759,420.171,136.116,285.575,0.264,0.283,I2S9,2
259,259,-404.106,6.0,5.0,509.012,185.686,323.326,0.606,96.841,-13.216,0.0,-794.651,155.721,-246.702,1.516,20.574,36.361,82.892,486.704,-31.77,-50.879,-30.47,-26.649,-16.582,14.19,-25.158,0.308,-7.203,26.759,396.419,113.548,283.783,0.57,0.36,I2S9,2
260,260,-410.308,5.0,2.0,520.411,188.652,331.759,0.41,82.643,-10.618,0.0,-789.728,157.255,-242.622,1.436,16.887,34.737,80.704,480.779,-34.312,-50.85,-27.673,-26.628,-15.128,12.105,-24.712,0.32,-10.031,26.759,425.032,126.137,299.351,0.16,0.232,I2S9,2
261,261,-412.332,4.0,1.0,511.954,186.074,325.881,0.341,74.956,-9.729,0.0,-784.529,153.884,-238.964,1.446,17.065,34.772,80.048,473.359,-34.607,-51.575,-23.005,-26.58,-18.958,11.633,-24.779,0.31,-9.275,26.759,431.6,117.13,315.382,0.323,0.339,I2S9,2
262,262,-405.492,6.0,2.0,574.876,209.514,365.362,0.497,108.54,-12.022,0.0,-796.215,157.783,-249.332,1.442,16.883,34.835,85.218,487.336,-32.404,-50.582,-28.96,-26.602,-13.823,14.032,-24.753,0.305,-7.972,26.759,395.468,108.604,287.928,0.341,0.217,I2S9,2
263,263,-406.201,4.0,2.0,466.961,174.56,292.401,0.297,69.907,-9.617,0.0,-781.679,152.773,-236.443,1.437,16.892,35.302,79.622,473.665,-33.625,-51.233,-23.624,-27.027,-16.23,10.981,-24.991,0.327,-9.296,26.759,449.502,135.431,314.679,0.164,0.023,I2S9,2
264,264,-413.232,4.0,1.0,496.434,167.486,330.012,0.618,96.504,-15.225,0.0,-801.042,156.804,-250.014,1.445,18.017,35.754,85.484,487.207,-36.141,-50.392,-28.072,-25.49,-14.475,14.934,-24.435,0.307,-10.36,26.759,466.494,156.871,309.623,0.141,0.339,I2S9,3
265,265,-414.065,3.0,1.0,501.818,187.692,315.191,0.664,91.76,-13.763,0.0,-793.785,153.974,-243.407,1.413,16.893,33.752,81.623,486.763,-33.315,-51.626,-28.997,-26.118,-17.725,11.625,-24.693,0.326,-7.894,26.759,428.401,130.304,298.098,0.173,0.196,I2S9,3
