,total_score,InterfaceRes,Interface_hbond_count,SASA,SASA_hydrophobic,SASA_polar,Sc,contact_surf,ddg,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_rep_xover4,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,lk_ball_wtd,omega,p_aa_pp,pro_close,rama_prepro,ref,sugar_SASA,sugar_SASA_hydrophobic,sugar_SASA_polar,sugar_bb,yhh_planarity,description,Ligand,Pose,Run
375,-405.967,4.0,0.0,488.355,206.413,281.942,0.278,62.242,-3.094,0.0,-783.925,159.834,-242.078,1.429,16.961,30.907,82.193,472.57,-31.278,-49.796,-27.086,-26.355,-14.744,11.591,-25.442,0.285,-8.272,26.759,443.505,111.369,333.048,0.252,0.228,rel_I2S6_out_4_7_complex_0002,I2S6,7,0002
376,-407.646,3.0,1.0,450.206,188.236,261.97,0.244,54.444,-6.029,0.0,-779.44,156.947,-239.841,1.429,16.906,31.049,81.548,468.373,-29.663,-49.817,-29.455,-26.666,-14.865,12.639,-25.339,0.281,-9.03,26.759,445.805,120.643,326.683,0.298,0.241,rel_I2S6_out_4_7_complex_0003,I2S6,7,0003
377,-409.022,3.0,0.0,406.43,192.648,213.783,0.132,40.49,-2.004,0.0,-783.154,155.206,-234.06,1.426,16.612,30.462,81.581,470.888,-32.481,-51.299,-26.011,-26.793,-17.568,12.38,-24.875,0.311,-8.854,26.759,473.308,114.414,360.415,0.222,0.225,rel_I2S6_out_4_7_complex_0004,I2S6,7,0004
378,-412.277,1.0,1.0,230.54,89.371,141.169,0.568,26.114,-4.564,0.0,-777.805,152.779,-231.977,1.406,16.143,30.241,79.691,465.398,-31.078,-50.769,-26.662,-26.545,-16.966,11.301,-25.425,0.327,-9.686,26.759,599.111,188.682,411.797,0.436,0.154,rel_I2S6_out_4_7_complex_0005,I2S6,7,0005
379,-409.924,5.0,3.0,434.572,195.585,238.987,0.494,64.735,-5.35,0.0,-792.002,156.449,-242.324,1.472,17.893,34.184,83.137,478.303,-32.236,-50.016,-27.637,-26.133,-15.94,11.744,-24.374,0.306,-10.092,26.759,438.636,113.96,325.588,0.166,0.419,rel_I2S6_out_4_7_complex_0006,I2S6,7,0006
380,-407.634,5.0,3.0,469.697,191.885,277.812,0.62,76.991,-7.316,0.0,-796.31,152.905,-238.54,1.456,18.078,33.504,83.03,480.379,-34.367,-49.548,-24.415,-26.599,-15.312,14.2,-24.821,0.32,-9.156,26.759,416.312,123.533,293.691,0.588,0.216,rel_I2S6_out_4_7_complex_0007,I2S6,7,0007
381,-409.067,4.0,3.0,427.932,185.519,242.412,0.51,67.136,-6.047,0.0,-787.67,158.27,-240.479,1.462,17.73,33.781,80.858,474.956,-34.534,-51.501,-25.274,-26.924,-15.159,11.499,-24.761,0.297,-8.789,26.759,444.269,121.41,324.379,0.172,0.239,rel_I2S6_out_4_7_complex_0008,I2S6,7,0008
382,-403.491,0.0,1.0,267.643,90.684,176.958,0.748,40.302,-5.198,0.0,-778.737,155.041,-235.452,1.426,17.223,30.473,84.742,463.961,-29.162,-49.563,-26.784,-26.947,-15.497,12.629,-25.466,0.304,-8.895,26.759,579.826,170.748,409.99,0.049,0.403,rel_I2S6_out_4_7_complex_0009,I2S6,7,0009
383,-410.627,1.0,1.0,269.584,118.968,150.616,0.638,36.768,-5.306,0.0,-779.947,153.961,-230.073,1.432,17.049,30.499,79.413,462.685,-32.016,-51.95,-24.039,-26.645,-16.576,11.874,-24.784,0.321,-9.052,26.759,576.182,149.761,427.485,0.244,0.219,rel_I2S6_out_4_7_complex_0010,I2S6,7,0010
384,-411.54,8.0,1.0,447.551,167.632,281.439,0.46,73.132,-6.435,0.0,-788.277,157.746,-242.147,1.429,16.911,31.408,81.142,479.413,-35.34,-52.912,-25.632,-26.77,-17.072,14.074,-24.181,0.274,-8.967,26.759,440.94,147.444,293.495,0.409,0.191,rel_I2S6_out_4_9_complex_0001,I2S6,9,0001
385,-410.084,7.0,1.0,463.595,160.79,304.173,0.39,76.699,-7.356,0.0,-779.918,153.792,-237.484,1.418,16.391,31.355,78.543,472.961,-30.723,-53.775,-24.512,-26.458,-18.145,12.38,-25.019,0.303,-8.435,26.759,423.202,145.956,277.398,0.292,0.19,rel_I2S6_out_4_9_complex_0002,I2S6,9,0002
386,-416.344,5.0,1.0,434.829,157.152,278.285,0.536,63.386,-8.25,0.0,-782.686,153.584,-240.246,1.419,16.385,30.478,79.98,474.951,-33.953,-53.368,-25.903,-26.849,-16.615,11.704,-25.26,0.3,-7.847,26.759,471.436,148.69,323.811,0.621,0.201,rel_I2S6_out_4_9_complex_0003,I2S6,9,0003
387,-417.319,6.0,2.0,532.826,194.195,338.631,0.343,72.983,-10.62,0.0,-788.329,154.685,-240.824,1.419,16.433,30.475,79.511,479.839,-34.005,-51.738,-27.389,-26.46,-16.598,11.892,-25.042,0.326,-8.938,26.759,398.054,137.394,261.876,0.467,0.199,rel_I2S6_out_4_9_complex_0004,I2S6,9,0004
388,-414.498,8.0,1.0,443.823,159.667,285.069,0.495,73.023,-6.535,0.0,-786.718,154.853,-240.816,1.421,16.4,31.443,80.022,477.191,-33.309,-52.811,-24.177,-26.492,-16.98,13.042,-25.301,0.286,-10.335,26.759,441.154,143.826,298.087,0.582,0.443,rel_I2S6_out_4_9_complex_0005,I2S6,9,0005
389,-403.701,2.0,1.0,374.864,153.869,222.515,0.379,51.87,-5.574,0.0,-788.992,156.575,-238.472,1.497,19.787,32.848,84.768,473.926,-30.391,-49.972,-28.248,-26.472,-16.162,13.239,-25.307,0.32,-9.974,26.759,450.942,146.932,304.01,0.151,0.42,rel_I2S6_out_4_9_complex_0006,I2S6,9,0006
390,-414.491,8.0,1.0,451.36,167.249,285.023,0.432,71.61,-6.531,0.0,-788.301,156.547,-238.779,1.431,16.992,31.385,80.602,476.837,-36.358,-52.86,-24.083,-26.375,-17.458,12.537,-24.338,0.311,-10.065,26.759,437.685,149.207,289.238,0.49,0.234,rel_I2S6_out_4_9_complex_0007,I2S6,9,0007
391,-417.2,7.0,1.0,454.048,165.359,288.993,0.37,69.55,-7.323,0.0,-788.443,152.457,-243.65,1.424,16.384,31.222,80.449,479.117,-33.856,-53.496,-26.226,-26.021,-15.549,14.001,-24.66,0.319,-8.173,26.759,437.834,143.123,296.08,0.59,0.15,rel_I2S6_out_4_9_complex_0008,I2S6,9,0008
392,-413.839,7.0,1.0,470.912,178.499,293.021,0.422,69.414,-7.29,0.0,-781.97,154.237,-238.953,1.415,16.281,30.769,80.009,471.015,-33.639,-53.353,-25.572,-25.945,-16.194,13.014,-25.337,0.31,-7.529,26.759,425.774,144.898,281.94,0.588,0.257,rel_I2S6_out_4_9_complex_0009,I2S6,9,0009
393,-413.258,7.0,1.0,440.213,164.869,276.408,0.467,71.121,-6.461,0.0,-782.428,152.845,-240.985,1.413,16.57,30.236,81.117,473.027,-31.474,-52.107,-25.276,-26.278,-16.119,11.389,-25.287,0.277,-7.938,26.759,441.789,150.639,291.758,0.501,0.499,rel_I2S6_out_4_9_complex_0010,I2S6,9,0010
394,-412.974,8.0,4.0,539.334,180.726,359.824,0.66,108.621,-13.751,0.0,-803.267,156.492,-250.391,1.433,16.775,34.83,83.937,495.119,-33.781,-52.609,-27.622,-26.538,-16.591,14.324,-24.87,0.353,-8.345,26.759,401.851,131.026,270.825,0.79,0.227,rel_I2S9_out_4_1_complex_0001,I2S9,1,0001
395,-396.215,7.0,1.0,496.55,213.23,284.384,0.556,79.52,-9.447,0.0,-787.285,148.033,-232.914,1.459,17.436,35.302,85.646,482.134,-35.055,-53.742,-21.852,-26.557,-17.482,12.383,-25.353,0.305,-8.248,26.759,446.487,124.528,321.959,2.626,0.188,rel_I2S9_out_4_1_complex_0002,I2S9,1,0002
396,-407.834,5.0,1.0,458.494,160.484,298.162,0.468,79.897,-9.87,0.0,-785.368,155.994,-241.427,1.426,16.582,34.88,82.276,475.192,-29.812,-53.835,-26.445,-26.806,-17.557,12.891,-24.911,0.291,-8.333,26.759,480.248,155.156,325.851,0.215,0.155,rel_I2S9_out_4_1_complex_0003,I2S9,1,0003
397,-414.668,8.0,4.0,560.315,181.929,379.602,0.65,111.636,-15.141,0.0,-798.004,153.122,-248.825,1.416,16.098,34.577,82.936,491.046,-32.662,-53.479,-26.421,-26.392,-16.674,13.015,-24.695,0.352,-7.782,26.759,389.341,133.36,255.981,0.799,0.146,rel_I2S9_out_4_1_complex_0004,I2S9,1,0004
398,-409.884,4.0,1.0,431.249,159.625,271.775,0.477,73.431,-8.729,0.0,-781.567,150.898,-241.539,1.429,16.669,34.407,83.409,473.373,-29.271,-52.135,-27.586,-26.71,-15.781,11.94,-25.733,0.327,-9.357,26.759,507.586,153.152,355.651,0.252,0.332,rel_I2S9_out_4_1_complex_0005,I2S9,1,0005
399,-410.164,5.0,1.0,457.856,161.778,296.078,0.572,78.516,-8.705,0.0,-787.151,149.668,-239.9,1.419,16.451,34.553,82.641,477.89,-31.849,-52.417,-24.572,-26.029,-16.414,12.207,-24.837,0.317,-9.649,26.759,466.389,148.805,318.496,0.267,0.482,rel_I2S9_out_4_1_complex_0006,I2S9,1,0006
400,-409.736,5.0,2.0,463.348,165.261,298.086,0.509,80.657,-10.247,0.0,-782.874,151.185,-240.243,1.418,16.209,34.854,80.852,475.323,-32.413,-53.241,-25.704,-26.002,-17.229,12.71,-24.849,0.324,-7.342,26.759,476.969,150.881,327.001,0.242,0.285,rel_I2S9_out_4_1_complex_0007,I2S9,1,0007
401,-412.828,8.0,2.0,537.332,176.06,362.032,0.671,101.622,-12.043,0.0,-791.413,150.763,-245.701,1.447,16.695,35.253,80.213,486.528,-33.311,-52.96,-26.666,-25.766,-16.934,13.854,-25.234,0.305,-7.116,26.759,412.255,142.61,269.797,0.286,0.168,rel_I2S9_out_4_1_complex_0008,I2S9,1,0008
402,-407.875,8.0,2.0,494.419,180.316,314.711,0.507,79.178,-10.183,0.0,-791.338,154.964,-242.022,1.429,16.502,34.312,83.052,479.593,-31.32,-53.074,-26.904,-26.595,-14.78,13.392,-24.682,0.335,-7.994,26.759,461.084,136.447,325.549,0.362,0.133,rel_I2S9_out_4_1_complex_0009,I2S9,1,0009
403,-408.995,8.0,1.0,515.322,197.532,318.854,0.458,79.328,-9.672,0.0,-785.755,150.941,-239.177,1.422,16.298,34.723,79.188,479.177,-32.734,-53.298,-24.689,-25.917,-16.809,12.658,-25.243,0.319,-7.34,26.759,430.765,139.663,291.254,0.314,0.169,rel_I2S9_out_4_1_complex_0010,I2S9,1,0010
404,-410.157,4.0,1.0,499.587,169.705,329.882,0.294,75.745,-10.834,0.0,-795.934,157.435,-244.884,1.454,17.396,35.21,82.73,482.003,-32.069,-50.414,-26.754,-26.671,-16.284,12.865,-24.629,0.321,-9.295,26.759,431.965,121.641,311.236,0.376,0.23,rel_I2S9_out_4_2_complex_0001,I2S9,2,0001
405,-411.482,5.0,2.0,523.844,171.05,352.794,0.401,85.892,-10.245,0.0,-786.716,153.407,-242.53,1.433,16.693,34.157,81.456,477.214,-34.362,-51.525,-27.36,-26.074,-14.829,12.567,-24.647,0.319,-7.862,26.759,428.21,115.277,313.997,0.162,0.257,rel_I2S9_out_4_2_complex_0002,I2S9,2,0002
406,-412.301,6.0,2.0,568.023,199.79,368.233,0.578,102.069,-10.578,0.0,-790.073,152.042,-245.663,1.439,16.682,34.37,83.96,482.605,-31.919,-50.991,-28.704,-25.978,-14.938,12.132,-25.722,0.288,-9.297,26.759,409.88,125.23,285.562,0.367,0.338,rel_I2S9_out_4_2_complex_0003,I2S9,2,0003
407,-409.742,5.0,2.0,525.275,191.06,334.215,0.375,83.032,-10.524,0.0,-793.45,152.614,-245.757,1.462,17.944,35.677,85.685,483.146,-34.944,-50.824,-27.173,-26.292,-15.273,12.773,-24.636,0.386,-8.502,26.759,431.383,117.807,313.728,0.204,0.458,rel_I2S9_out_4_2_complex_0004,I2S9,2,0004
408,-404.356,6.0,2.0,516.264,160.21,356.055,0.536,95.459,-10.583,0.0,-790.981,154.431,-241.961,1.436,17.17,34.053,84.428,480.669,-31.283,-50.623,-28.957,-26.169,-14.276,12.969,-25.343,0.301,-7.527,26.759,420.171,136.116,285.575,0.264,0.283,rel_I2S9_out_4_2_complex_0005,I2S9,2,0005
409,-404.106,6.0,5.0,509.012,185.686,323.326,0.606,96.841,-13.216,0.0,-794.651,155.721,-246.702,1.516,20.574,36.361,82.892,486.704,-31.77,-50.879,-30.47,-26.649,-16.582,14.19,-25.158,0.308,-7.203,26.759,396.419,113.548,283.783,0.57,0.36,rel_I2S9_out_4_2_complex_0006,I2S9,2,0006
410,-410.308,5.0,2.0,520.411,188.652,331.759,0.41,82.643,-10.618,0.0,-789.728,157.255,-242.622,1.436,16.887,34.737,80.704,480.779,-34.312,-50.85,-27.673,-26.628,-15.128,12.105,-24.712,0.32,-10.031,26.759,425.032,126.137,299.351,0.16,0.232,rel_I2S9_out_4_2_complex_0007,I2S9,2,0007
411,-412.332,4.0,1.0,511.954,186.074,325.881,0.341,74.956,-9.729,0.0,-784.529,153.884,-238.964,1.446,17.065,34.772,80.048,473.359,-34.607,-51.575,-23.005,-26.58,-18.958,11.633,-24.779,0.31,-9.275,26.759,431.6,117.13,315.382,0.323,0.339,rel_I2S9_out_4_2_complex_0008,I2S9,2,0008
412,-405.492,6.0,2.0,574.876,209.514,365.362,0.497,108.54,-12.022,0.0,-796.215,157.783,-249.332,1.442,16.883,34.835,85.218,487.336,-32.404,-50.582,-28.96,-26.602,-13.823,14.032,-24.753,0.305,-7.972,26.759,395.468,108.604,287.928,0.341,0.217,rel_I2S9_out_4_2_complex_0009,I2S9,2,0009
413,-406.201,4.0,2.0,466.961,174.56,292.401,0.297,69.907,-9.617,0.0,-781.679,152.773,-236.443,1.437,16.892,35.302,79.622,473.665,-33.625,-51.233,-23.624,-27.027,-16.23,10.981,-24.991,0.327,-9.296,26.759,449.502,135.431,314.679,0.164,0.023,rel_I2S9_out_4_2_complex_0010,I2S9,2,0010
414,-413.232,4.0,1.0,496.434,167.486,330.012,0.618,96.504,-15.225,0.0,-801.042,156.804,-250.014,1.445,18.017,35.754,85.484,487.207,-36.141,-50.392,-28.072,-25.49,-14.475,14.934,-24.435,0.307,-10.36,26.759,466.494,156.871,309.623,0.141,0.339,rel_I2S9_out_4_3_complex_0001,I2S9,3,0001
415,-414.065,3.0,1.0,501.818,187.692,315.191,0.664,91.76,-13.763,0.0,-793.785,153.974,-243.407,1.413,16.893,33.752,81.623,486.763,-33.315,-51.626,-28.997,-26.118,-17.725,11.625,-24.693,0.326,-7.894,26.759,428.401,130.304,298.098,0.173,0.196,rel_I2S9_out_4_3_complex_0002,I2S9,3,0002
416,-412.959,3.0,1.0,463.826,158.173,307.022,0.683,80.958,-11.492,0.0,-795.833,153.429,-244.555,1.419,16.413,35.027,82.2,484.386,-34.506,-51.138,-24.523,-25.916,-16.48,12.306,-25.096,0.316,-7.758,26.759,480.756,145.219,335.538,0.176,0.413,rel_I2S9_out_4_3_complex_0003,I2S9,3,0003
417,-407.882,4.0,1.0,492.017,171.234,321.999,0.736,101.396,-14.139,0.0,-798.113,156.477,-250.657,1.445,17.99,34.722,85.013,488.576,-35.257,-49.476,-26.52,-25.691,-16.351,14.206,-24.225,0.306,-7.735,26.759,452.52,143.952,308.568,0.187,0.462,rel_I2S9_out_4_3_complex_0004,I2S9,3,0004
418,-413.114,4.0,1.0,460.782,157.734,303.656,0.728,89.355,-12.087,0.0,-796.71,153.883,-242.527,1.422,16.772,35.361,81.378,487.071,-36.038,-50.986,-26.408,-26.389,-17.128,13.023,-24.761,0.311,-8.566,26.759,455.404,145.342,310.062,0.173,0.245,rel_I2S9_out_4_3_complex_0005,I2S9,3,0005
419,-410.827,3.0,1.0,464.988,156.777,309.58,0.713,85.325,-11.328,0.0,-793.95,155.162,-244.344,1.431,16.912,34.784,84.724,480.709,-31.469,-49.476,-27.877,-26.354,-16.889,12.226,-25.225,0.315,-8.862,26.759,484.393,154.186,330.511,0.293,0.304,rel_I2S9_out_4_3_complex_0006,I2S9,3,0006
420,-412.653,3.0,1.0,484.576,162.709,322.931,0.691,91.774,-13.048,0.0,-797.846,156.196,-244.865,1.424,17.482,34.537,82.836,489.5,-34.954,-50.839,-27.821,-26.399,-18.48,12.356,-24.754,0.308,-8.462,26.759,451.148,141.885,309.263,0.174,0.195,rel_I2S9_out_4_3_complex_0007,I2S9,3,0007
421,-398.855,3.0,1.0,332.777,92.369,241.321,0.755,61.267,-7.675,0.0,-784.315,150.007,-238.451,1.43,16.666,34.794,85.926,475.351,-29.668,-50.331,-28.738,-26.172,-16.031,11.946,-25.721,0.339,-8.621,26.759,512.297,161.494,350.803,5.649,0.326,rel_I2S9_out_4_3_complex_0008,I2S9,3,0008
422,-415.91,4.0,2.0,453.694,186.798,268.265,0.645,83.792,-11.085,0.0,-796.211,154.76,-240.525,1.428,16.778,35.122,81.824,481.98,-36.547,-51.002,-26.91,-26.867,-16.658,12.984,-24.559,0.338,-9.32,26.759,491.0,143.158,347.842,0.325,0.392,rel_I2S9_out_4_3_complex_0009,I2S9,3,0009
423,-413.782,3.0,1.0,463.977,150.711,314.634,0.717,84.654,-11.741,0.0,-796.162,154.596,-242.665,1.439,16.995,35.423,80.961,485.372,-35.282,-50.986,-26.114,-26.27,-17.632,12.785,-24.994,0.309,-8.781,26.759,482.779,151.804,330.975,0.296,0.169,rel_I2S9_out_4_3_complex_0010,I2S9,3,0010
424,-407.271,5.0,1.0,478.691,192.825,285.867,0.484,69.823,-9.649,0.0,-791.105,153.708,-239.102,1.443,17.556,35.484,81.01,478.005,-31.813,-50.589,-26.658,-26.2,-14.264,12.561,-24.839,0.288,-10.108,26.759,440.743,109.105,332.702,0.196,0.4,rel_I2S9_out_4_4_complex_0001,I2S9,4,0001
425,-407.39,5.0,1.0,484.655,193.95,290.704,0.507,70.341,-9.559,0.0,-789.342,153.322,-241.495,1.432,16.951,34.482,81.188,479.577,-31.765,-50.902,-28.737,-26.751,-13.795,13.275,-24.712,0.307,-7.581,26.759,425.309,104.134,322.24,0.219,0.179,rel_I2S9_out_4_4_complex_0002,I2S9,4,0002
426,-405.01,6.0,2.0,537.659,194.982,342.677,0.682,98.3,-13.643,0.0,-791.569,153.935,-240.557,1.43,17.18,34.095,86.62,478.54,-28.171,-49.775,-30.652,-26.373,-15.498,13.016,-25.414,0.306,-9.451,26.759,408.859,106.335,303.74,0.243,0.326,rel_I2S9_out_4_4_complex_0003,I2S9,4,0003
427,-410.439,5.0,3.0,512.378,191.583,320.795,0.63,81.793,-14.242,0.0,-783.691,153.195,-241.831,1.425,16.946,33.522,82.393,474.204,-30.943,-49.722,-30.786,-26.81,-12.819,12.751,-25.947,0.278,-9.858,26.759,453.99,121.381,334.13,0.186,0.307,rel_I2S9_out_4_4_complex_0004,I2S9,4,0004
428,-409.817,6.0,3.0,504.952,183.579,321.373,0.539,75.742,-11.256,0.0,-787.278,152.822,-241.168,1.442,17.409,34.902,79.265,476.797,-33.092,-51.452,-27.646,-26.49,-13.268,13.745,-25.057,0.315,-8.314,26.759,426.738,111.017,317.697,0.169,0.322,rel_I2S9_out_4_4_complex_0005,I2S9,4,0005
429,-398.601,4.0,0.0,528.252,195.573,332.679,0.667,85.052,-10.581,0.0,-790.988,153.103,-232.836,1.437,17.32,34.801,83.845,475.524,-30.557,-48.94,-25.732,-26.277,-17.183,15.136,-25.397,0.281,-9.528,26.759,447.465,102.773,345.908,0.327,0.306,rel_I2S9_out_4_4_complex_0006,I2S9,4,0006
430,-408.995,5.0,2.0,503.96,184.524,319.436,0.527,71.165,-10.626,0.0,-786.162,154.036,-243.036,1.434,17.164,34.594,79.421,478.369,-31.946,-51.282,-28.575,-26.689,-13.621,13.899,-25.107,0.313,-9.193,26.759,444.335,112.821,332.578,0.24,0.387,rel_I2S9_out_4_4_complex_0007,I2S9,4,0007
431,-358.316,4.0,0.0,425.428,134.151,291.277,0.647,75.722,-9.334,0.0,-794.056,159.526,-238.038,1.678,33.135,36.599,95.633,484.725,-33.673,-50.789,-22.719,-26.064,-18.05,11.528,-24.019,0.264,-9.064,26.759,462.098,108.395,354.616,7.967,0.342,rel_I2S9_out_4_4_complex_0008,I2S9,4,0008
432,-405.254,2.0,2.0,387.129,141.919,245.211,0.349,39.591,-6.035,0.0,-783.838,150.619,-233.963,1.453,16.974,35.058,81.71,468.877,-34.167,-51.156,-24.353,-25.489,-14.743,13.12,-24.531,0.252,-8.153,26.759,494.474,129.704,366.138,0.241,0.075,rel_I2S9_out_4_4_complex_0009,I2S9,4,0009
433,-406.163,5.0,2.0,471.261,172.949,298.312,0.528,64.38,-9.651,0.0,-792.561,153.075,-238.732,1.444,17.159,35.552,82.532,476.504,-33.838,-50.247,-24.096,-26.148,-14.519,13.163,-24.436,0.255,-8.674,26.759,455.081,123.526,333.075,0.185,0.457,rel_I2S9_out_4_4_complex_0010,I2S9,4,0010
434,-400.826,3.0,3.0,438.6,157.092,282.877,0.59,89.32,-10.802,0.0,-788.176,153.741,-239.082,1.452,17.765,34.919,84.354,479.039,-32.142,-49.888,-23.863,-25.066,-15.389,12.785,-26.462,0.302,-12.223,26.759,440.49,137.83,302.66,0.205,0.145,rel_I2S9_out_4_5_complex_0001,I2S9,5,0001
435,-404.152,3.0,4.0,448.611,155.524,294.151,0.78,95.871,-11.871,0.0,-790.584,153.53,-240.666,1.439,17.377,34.713,84.355,479.56,-30.848,-50.168,-26.14,-25.297,-15.025,11.205,-25.283,0.272,-9.937,26.759,445.947,134.239,311.708,0.193,0.392,rel_I2S9_out_4_5_complex_0002,I2S9,5,0002
436,-408.111,3.0,3.0,485.858,166.144,320.626,0.574,80.015,-10.819,0.0,-794.978,155.39,-240.468,1.435,17.165,35.801,81.273,483.785,-35.399,-50.714,-25.236,-25.891,-15.002,12.513,-24.758,0.309,-10.463,26.759,415.707,140.47,275.236,0.208,0.159,rel_I2S9_out_4_5_complex_0003,I2S9,5,0003
437,-405.171,3.0,3.0,443.97,159.052,285.982,0.63,83.828,-10.047,0.0,-791.085,154.246,-238.467,1.437,17.332,35.343,79.811,483.026,-34.422,-50.564,-26.702,-25.796,-14.573,12.107,-24.658,0.326,-9.669,26.759,453.179,140.292,312.887,0.157,0.22,rel_I2S9_out_4_5_complex_0004,I2S9,5,0004
438,-389.262,3.0,4.0,391.055,93.159,297.897,0.742,73.994,-8.977,0.0,-796.077,157.552,-236.318,1.478,18.872,36.048,87.18,483.705,-32.049,-50.641,-26.906,-25.804,-14.071,13.504,-25.129,0.276,-10.548,26.759,455.426,157.209,298.217,2.64,0.268,rel_I2S9_out_4_5_complex_0005,I2S9,5,0005
439,-400.552,3.0,3.0,428.323,153.461,275.927,0.686,83.216,-9.978,0.0,-790.333,153.588,-237.375,1.429,17.475,33.998,82.895,482.366,-32.811,-49.896,-25.82,-25.617,-14.734,11.919,-25.101,0.273,-10.031,26.759,458.724,133.19,325.534,0.158,0.306,rel_I2S9_out_4_5_complex_0006,I2S9,5,0006
440,-404.568,3.0,3.0,460.799,148.158,314.009,0.649,80.126,-11.553,0.0,-791.726,153.824,-237.559,1.439,17.414,35.932,81.413,481.529,-35.462,-50.344,-24.584,-26.069,-14.816,12.241,-24.863,0.286,-10.398,26.759,425.825,141.98,283.845,0.186,0.227,rel_I2S9_out_4_5_complex_0007,I2S9,5,0007
441,-398.876,3.0,4.0,422.537,139.294,284.611,0.729,90.029,-12.973,0.0,-784.368,151.879,-238.87,1.448,17.571,34.367,84.866,475.795,-32.229,-50.16,-24.92,-25.734,-14.278,13.087,-24.767,0.292,-10.108,26.759,439.003,147.363,291.639,0.247,0.247,rel_I2S9_out_4_5_complex_0008,I2S9,5,0008
442,-406.79,3.0,3.0,440.061,162.909,278.977,0.621,80.094,-9.67,0.0,-790.527,152.534,-240.003,1.442,17.333,35.417,80.144,481.45,-34.909,-51.77,-22.907,-25.768,-14.868,12.517,-25.417,0.309,-9.061,26.759,464.875,141.289,323.586,0.143,0.391,rel_I2S9_out_4_5_complex_0009,I2S9,5,0009
443,-402.821,4.0,2.0,492.254,169.252,323.914,0.494,75.347,-9.053,0.0,-790.893,151.593,-240.376,1.431,17.284,34.797,84.101,480.388,-33.295,-50.048,-23.102,-25.517,-14.76,12.137,-25.159,0.306,-9.161,26.759,420.197,133.754,286.444,0.224,0.47,rel_I2S9_out_4_5_complex_0010,I2S9,5,0010
444,-416.196,7.0,2.0,572.053,210.86,362.562,0.632,126.626,-16.763,0.0,-795.597,153.162,-249.276,1.431,16.678,34.851,81.324,489.609,-34.203,-52.77,-27.444,-26.302,-14.621,12.716,-24.658,0.316,-8.521,26.759,357.195,116.15,241.045,0.131,0.218,rel_I2S9_out_4_6_complex_0001,I2S9,6,0001
445,-408.471,5.0,0.0,506.3,198.024,309.797,0.663,98.478,-12.5,0.0,-791.482,155.153,-241.768,1.425,16.42,34.62,78.994,482.577,-30.582,-53.169,-25.388,-26.509,-16.805,11.322,-25.085,0.315,-6.97,26.759,434.263,131.839,302.424,1.493,0.21,rel_I2S9_out_4_6_complex_0002,I2S9,6,0002
446,-409.677,4.0,2.0,499.169,207.202,293.335,0.524,70.236,-11.494,0.0,-792.905,156.718,-243.418,1.448,17.352,35.766,82.029,478.957,-32.581,-52.803,-25.855,-26.232,-15.552,13.389,-25.435,0.332,-8.222,26.759,455.634,120.63,335.004,0.376,0.2,rel_I2S9_out_4_6_complex_0003,I2S9,6,0003
447,-412.221,4.0,2.0,482.486,188.729,295.126,0.547,71.215,-11.472,0.0,-788.477,154.008,-242.87,1.429,16.532,35.453,79.849,480.104,-33.127,-52.377,-26.716,-26.067,-16.411,11.65,-24.915,0.33,-7.869,26.759,467.29,127.631,339.658,0.258,0.234,rel_I2S9_out_4_6_complex_0004,I2S9,6,0004
448,-407.268,5.0,0.0,496.582,190.52,307.735,0.627,85.046,-9.076,0.0,-800.611,155.659,-242.063,1.442,16.861,36.019,85.347,485.952,-35.91,-52.344,-22.098,-26.949,-17.412,12.702,-24.617,0.419,-7.36,26.759,444.694,133.244,311.45,0.703,0.234,rel_I2S9_out_4_6_complex_0005,I2S9,6,0005
449,-412.126,6.0,1.0,524.203,198.885,326.99,0.64,103.741,-13.169,0.0,-793.154,152.146,-247.267,1.421,16.392,34.73,80.667,488.049,-32.645,-53.114,-24.653,-25.988,-17.278,12.907,-25.111,0.332,-8.1,26.759,415.197,128.434,286.764,1.588,0.192,rel_I2S9_out_4_6_complex_0006,I2S9,6,0006
450,-407.877,5.0,0.0,509.085,193.574,317.031,0.662,84.772,-9.67,0.0,-787.587,149.975,-239.913,1.433,16.751,35.589,78.785,481.396,-33.195,-52.225,-22.487,-26.197,-18.695,12.984,-25.262,0.321,-7.048,26.759,454.097,137.885,316.213,0.56,0.179,rel_I2S9_out_4_6_complex_0007,I2S9,6,0007
451,-408.744,6.0,0.0,493.062,200.307,293.819,0.629,92.602,-11.218,0.0,-794.528,151.871,-245.291,1.427,16.568,35.202,81.942,486.423,-33.337,-52.764,-21.899,-25.875,-17.04,12.692,-25.22,0.359,-8.04,26.759,447.575,137.94,309.635,1.586,0.419,rel_I2S9_out_4_6_complex_0008,I2S9,6,0008
452,-408.904,5.0,0.0,488.139,186.309,303.351,0.657,94.264,-11.835,0.0,-791.053,151.829,-245.381,1.419,16.499,34.271,83.398,482.362,-30.769,-51.701,-26.057,-26.131,-15.56,12.153,-25.364,0.325,-7.324,26.759,444.32,136.482,307.838,1.101,0.32,rel_I2S9_out_4_6_complex_0009,I2S9,6,0009
